SOC,OCV
0.0563,3.0747
0.1059,3.2037
0.1556,3.288
0.2053,3.386
0.255,3.4712
0.3046,3.5208
0.3543,3.5677
0.404,3.6396
0.4537,3.6892
0.5034,3.7317
0.553,3.7735
0.6027,3.8163
0.6524,3.8687
0.702,3.9164
0.7517,3.9592
0.8013,4.0153
0.851,4.0606
0.9007,4.0749
0.9503,4.0913
1,4.1617
