SOC,RO
0,0.065443787
0.05,0.072426036
0.1,0.069585799
0.15,0.066863905
0.2,0.056094675
0.3,0.063076923
0.4,0.059408284
0.5,0.060473373
0.6,0.058579882
0.7,0.057514793
0.8,0.055857988
0.9,0.059408284
1,0.060710059
