SOC,C1
0,1474.3
0.05,1626.5
0.1,2275.8
0.15,1949.1
0.2,2362.2
0.3,1712.6
0.4,1761.2
0.5,1991.9
0.6,1404.9
0.7,1679.8
0.8,1417.8
0.9,1587.8
1,1925.7
