SOC,C1
0.1,18.95734597
0.2,18.95734597
0.3,1028.436019
0.4,1028.436019
0.5,981.042654
0.6,744.0758294
0.7,729.8578199
0.8,18.95734597
0.9,867.2985782
1,786.7298578
