SOC,R1
0.1,0.000663823
0.2,0.000643189
0.3,0.000903774
0.4,0.000920698
0.5,0.000834411
0.6,0.00112312
0.7,0.001158736
0.8,0.000641232
0.9,0.000761222
1,0.001040615
