SOC,R1
0,0.012260526
0.1,0.01192433
0.2,0.012591027
0.3,0.012643371
0.4,0.01458037
0.5,0.015202855
0.6,0.01355271
0.7,0.012623688
0.8,0.015053918
0.9,0.021779416
1,0.02400436
