SOC,RO
0,0.010334807
0.1,0.010334807
0.2,0.010285978
0.3,0.010275557
0.4,0.01029951
0.5,0.010307291
0.6,0.010231059
0.7,0.010169656
0.8,0.010109114
0.9,0.010112203
1,0.010118596
