SOC,OCV
0,2.2238
0.02,2.8706
0.04,3.0077
0.06,3.0922
0.08,3.153
0.1,3.1974
0.12,3.2128
0.14,3.219
0.16,3.2306
0.18,3.2423
0.209,3.2558
0.364,3.3003
0.519,3.3129
0.674,3.3338
0.829,3.349
0.874,3.352
0.888,3.3532
0.902,3.3556
0.916,3.3574
0.93,3.361
0.944,3.3667
0.958,3.3765
0.972,3.397
0.986,3.4472
1,3.578
