SOC,C2
0,54597.70115
0.1,50856.90726
0.2,73232.34861
0.3,79102.08073
0.4,56848.29597
0.5,64702.30721
0.6,75458.52413
0.7,59232.30573
0.8,46068.33862
0.9,49533.69266
1,46551.72414
