SOC,OCV
0,2.238972357
0.0006,2.352369578
0.001127926,2.486605183
0.003596511,2.6166519
0.006887958,2.744848852
0.011413697,2.881436095
0.017173729,2.993819728
0.024990915,3.103506959
0.03733384,3.217973661
0.055025365,3.332205389
0.086515648,3.414293572
0.126790658,3.454127563
0.172459481,3.490635636
0.211102862,3.517129761
0.250925218,3.542152432
0.295888731,3.563315779
0.337678348,3.578529104
0.382994516,3.594541514
0.422381671,3.608567928
0.462738443,3.626457111
0.506071111,3.644053117
0.547684401,3.66630042
0.593588327,3.697170846
0.637782019,3.733681654
0.678813285,3.770068667
0.723619172,3.812270859
0.768099963,3.857442626
0.80782624,3.900836291
0.853153342,3.953071732
0.896466383,4.005958988
0.936590732,4.058227352
0.982648805,4.12654811
0.997840173,4.154708065
