SOC,RO
0.00256996590546232,0.00538519493521872
0.0144893397549372,0.00503286899702908
0.0326910993685815,0.00461308756654092
0.0645334404581646,0.00417079690173949
0.114161593687875,0.0038858978001893
0.172108917112162,0.00382405304784322
0.230056240536448,0.00380606779269961
0.288003563960735,0.0037427310816882
0.345950887385021,0.0036510675938256
0.403898210809307,0.00357540689548283
0.461845534233594,0.00354078527933138
0.51979285765788,0.00355260649703032
0.577740181082167,0.00356283765467224
0.635687504506453,0.0035290744256981
0.69363482793074,0.0034647771385597
0.74756600022661,0.00348578970335618
0.771641791044776,0.00356921241050119
