SOC,C1
0.0270972805762039,212018.236650349
0.0699586007356449,263534.048794023
0.113962889432671,349179.08648288
0.156824209592112,405202.532189125
0.200828498289138,380732.52142088
0.243689818448579,435468.071823533
0.287122622876813,649902.639871574
0.331126911573839,658917.906996717
0.373416747464487,606114.199549451
0.417992520430306,523688.900119574
0.462568293396125,526908.638378553
0.504858129286773,439331.757734308
0.550005386521384,322777.232759247
0.594009675218411,275769.054178145
0.636299511109059,233268.509159614
0.680303799806085,223609.294382676
0.724879572771904,208798.49839137
0.76659792439376,222321.399079084
