SOC,C2
0.05,1108.8
0.1,1457.1
0.15,1762.7
0.2,1445.9
0.25,8770.8
0.3,4736.4
0.4,3728.8
0.5,5378.8
0.6,2997.1
0.7,1106
0.8,2645.9
0.9,1058.2
1,1356.7
