SOC,C1
0.05,19.58
0.1,11.82
0.15,6.39
0.2,53.81
0.25,7.33
0.3,196.71
0.4,25.33
0.5,42.92
0.6,3.11
0.7,32.77
0.8,0.432
0.9,70.56
1,9.01
