SOC,OCV
0.00148460236115447,2.68738696274036
0.00596454917016423,2.75835320511382
0.00969783817767236,2.82189819752112
0.0134311271851805,2.88540698664242
0.0171644161926886,2.94761245746769
0.0208977052001968,3.01242456488502
0.0246309942077049,3.07430420613628
0.0287376121159638,3.14224510001168
0.0347108745279769,3.21049783455613
0.0425507814437439,3.26576757578785
0.0507640172602618,3.32346672181626
0.0589772530767797,3.379602544131
0.0746570669083139,3.43930804782573
0.0978034587548643,3.48748348993434
0.120949850601415,3.50841887894727
0.144096242447965,3.52617188233596
0.167242634294516,3.54532630324724
0.190389026141066,3.56769230598117
0.213535417987616,3.58924081516025
0.236681809834167,3.60997183078447
0.259828201680717,3.63017731483771
0.282974593527268,3.6504995836845
0.306120985373818,3.672456839641
0.329267377220369,3.69604908270721
0.352413769066919,3.72136390147829
0.375560160913469,3.74664952405099
0.39870655276002,3.77126363406077
0.42185294460657,3.79330847861243
0.444999336453121,3.80901774811398
0.468145728299671,3.82408470125099
0.491292120146222,3.83757505967508
0.514438511992772,3.84776624768136
0.537584903839322,3.8578114546957
0.560731295685873,3.86782746551166
0.583877687532423,3.87796026112116
0.607024079378974,3.88823903772261
0.630170471225524,3.9005323520128
0.653316863072074,3.91507377357884
0.676463254918625,3.93259320738042
0.699609646765175,3.95017103357877
0.722756038611726,3.96786564457068
0.745902430458276,3.98459678101579
0.769048822304827,3.99759080406729
0.792195214151377,4.01052643472201
0.815341605997927,4.02130154669604
0.838487997844478,4.0289526654426
0.861634389691028,4.03642860699883
0.884780781537579,4.04699934558415
0.907927173384129,4.06130719756309
0.93107356523068,4.081337504426
0.95421995707723,4.10910480386165
0.97736634892378,4.14490105785389
0.99565946506057,4.18087155393583
