SOC,C1
0.0476475135737657,902.489123008881
0.0988502750710151,1468.488188127
0.147967530833124,1712.27661716587
0.2008377979936,1934.61220380425
0.249986516126712,2228.52018985294
0.300838696918485,2236.04419114739
0.3516818884614,2229.24831901046
0.400763187228075,2415.75725432383
0.449732120384021,2423.26777174499
0.500579806551364,2423.63183632376
0.551427492718708,2423.99590090252
0.602270684261623,2417.2000287656
0.651235122793139,2417.55060947107
0.701965948725324,2231.75631944195
0.75082701089497,2067.4283556866
0.801674697062313,2067.79242026536
0.850643630218259,2075.30293768653
0.903289166157276,1939.64168854051
0.952253604688792,1939.99226924598
