SOC,OCV
0,2.595944838
7.60684e-05,2.778383009
0.002132028,2.862473208
0.005069113,2.9480965
0.009474741,3.031854529
0.015348911,3.111398872
0.022985332,3.187259144
0.033558839,3.265512636
0.049419098,3.344847257
0.071153528,3.406719662
0.095237626,3.445824774
0.119321724,3.463885368
0.143405821,3.480779314
0.167489919,3.499557845
0.191574017,3.523339496
0.215658115,3.547098712
0.239742213,3.569511796
0.263826311,3.590690927
0.287910408,3.605767597
0.311994506,3.616334726
0.336078604,3.62578008
0.360162702,3.635113257
0.3842468,3.645388725
0.408330898,3.656898147
0.432414995,3.66934986
0.456499093,3.68292335
0.480583191,3.698291681
0.504667289,3.715499725
0.528751387,3.735175676
0.552835484,3.757902858
0.576919582,3.783367173
0.60100368,3.807462922
0.625087778,3.82915807
0.649171876,3.850561556
0.673255974,3.871561203
0.697340071,3.891371767
0.721424169,3.91028491
0.745508267,3.928412811
0.769592365,3.949120796
0.793676463,3.973126802
0.817760561,4.000677621
0.841844658,4.029439958
0.865928756,4.057506793
0.890012854,4.081423058
0.914096952,4.096791389
0.93818105,4.107493132
0.962265148,4.121044186
0.977831699,4.131031732
