SOC,OCV
0,2.723139586
0.002544304,2.885806011
0.008571012,3.017000895
0.019528663,3.150251665
0.037608788,3.278333715
0.060071974,3.366333784
0.082535159,3.410720814
0.104998345,3.439845222
0.12746153,3.457551791
0.149924715,3.472034956
0.172387901,3.48764437
0.194851086,3.506554861
0.217314272,3.531679141
0.239777457,3.558007344
0.262240643,3.583791839
0.284703828,3.60860543
0.307167014,3.633885056
0.329630199,3.65326158
0.352093384,3.668599141
0.37455657,3.683392996
0.397019755,3.698885902
0.419482941,3.715854583
0.441946126,3.734726237
0.464409312,3.755384356
0.486872497,3.777246397
0.509335683,3.799224946
0.531798868,3.821164659
0.554262053,3.843104372
0.576725239,3.865820809
0.599188424,3.890945089
0.62165161,3.911836225
0.644114795,3.927989347
0.666577981,3.943598761
0.689041166,3.960062571
0.711504352,3.979050734
0.733967537,4.001417645
0.756430722,4.02731865
0.778893908,4.054656593
0.801357093,4.080596434
0.823820279,4.102536147
0.846283464,4.117990216
0.86874665,4.128162564
0.891209835,4.136742629
0.913673021,4.146953813
0.936136206,4.160621418
0.958599391,4.180541649
0.981062577,4.206908688
0.996403289,4.211777447
