SOC,OCV
0,2.822896172
0.002783496,2.886117218
0.005553318,2.943412313
0.009015595,3.005891251
0.013516554,3.066257675
0.018709969,3.129375823
0.024942067,3.185459536
0.032905304,3.24329862
0.045715728,3.303580196
0.068220527,3.339307448
0.096611196,3.361826218
0.125001865,3.388752916
0.153392534,3.427961128
0.181783203,3.467999819
0.210173872,3.501602294
0.238564541,3.528401227
0.26695521,3.547997347
0.29534588,3.564287521
0.323736549,3.579172267
0.352127218,3.593865365
0.380517887,3.608398755
0.408908556,3.623698742
0.437299225,3.639972944
0.465689894,3.65778034
0.494080564,3.678095144
0.522471233,3.701540218
0.550861902,3.731964512
0.579252571,3.771252578
0.60764324,3.802507352
0.636033909,3.828843132
0.664424578,3.853086743
0.692815247,3.875940898
0.721205917,3.898268019
0.749596586,3.921106203
0.777987255,3.946371943
0.806377924,3.975039454
0.834768593,4.007012912
0.863159262,4.039944616
0.891549931,4.070528618
0.919940601,4.09501179
0.94833127,4.118648513
0.976721939,4.151628128
0.996456916,4.182828003
