SOC,RO
0,0.1169
0.05,0.049
0.1,0.0432
0.2,0.0393
0.3,0.0385
0.4,0.0381
0.5,0.0376
0.6,0.0371
0.7,0.037
0.8,0.0373
0.9,0.0388
