SOC,OCV
0,2.5
0.018730791,2.800283286
0.049328973,3.100566572
0.078204469,3.185552408
0.097471207,3.225212465
0.197813556,3.270538244
0.298161375,3.3101983
0.498835136,3.412181303
0.799905936,3.502832861
0.900199066,3.599150142
0.934838724,3.712464589
0.965535345,3.910764873
0.998074967,4.199716714
